file,segment,fault_type,load_hp,rpm,sampling_frequency_hz,mean,std,rms,peak,peak_to_peak,mean_absolute,kurtosis,skewness,crest_factor,peak_frequency,peak_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth
100.mat,0,Normal,3,1725.0,12000,0.0124543282752403,0.0654663116234239,0.0666404400522888,0.2253046153846153,0.4347544615384615,0.0536722666766826,2.8714118824426613,-0.1016633679386565,3.38089927389183,2100.5859375,0.0157087155859925,0.0022980292770549,1098.0763777286463,1042.0971712136322
100.mat,1,Normal,3,1725.0,12000,0.0128309157151442,0.0634344448020533,0.0647190944423196,0.2219667692307692,0.4126412307692307,0.0520113907752403,2.8260872081657693,-0.0885372924179482,3.429695225859428,2100.5859375,0.0154138117047049,0.0021765968071712,1107.8849372932632,1061.3834765864544
100.mat,2,Normal,3,1725.0,12000,0.0123393759014423,0.0631631982008246,0.0643572047605685,0.2094498461538461,0.404088,0.0517462923677884,2.863674334597516,-0.1201122692576956,3.254489484636153,2100.5859375,0.0147883494954213,0.0021470550499296,1135.465130118338,1068.1803681162744
100.mat,3,Normal,3,1725.0,12000,0.0112944145132211,0.0645328963539747,0.0655138039731269,0.2284338461538461,0.4378836923076923,0.0524624400540865,2.9543163617869936,-0.1172946383855289,3.4868047999097587,2100.5859375,0.0153989510883518,0.0022098111734798,1119.8469580262818,1041.1596753284723
100.mat,4,Normal,3,1725.0,12000,0.0126216891526442,0.0659119486646369,0.067109552329275,0.2422024615384615,0.4433076923076923,0.0534146551983173,3.025222193399456,-0.0440956031912517,3.6090609031347407,2100.5859375,0.015798195793804,0.0023314995381628,1088.1190432155165,1030.9667038850694
100.mat,5,Normal,3,1725.0,12000,0.013229352764423,0.0647356487421243,0.0660735952754899,0.2422024615384615,0.4433076923076923,0.0528311331129807,2.977684014678044,-0.065115600149207,3.665646776577126,2100.5859375,0.0156497930564268,0.0022703680098533,1098.2208765779933,1067.1724208575592
100.mat,6,Normal,3,1725.0,12000,0.01374141796875,0.0628927051376966,0.0643763848575635,0.2396990769230769,0.4220289230769231,0.0518176983173076,2.867150577013649,-0.1053285724394973,3.723400707470989,2100.5859375,0.0151153820550938,0.0021665727668651,1121.113338836398,1061.004406577708
100.mat,7,Normal,3,1725.0,12000,0.0149575091646634,0.0628987486290438,0.0646527621955213,0.2396990769230769,0.4220289230769231,0.052213283203125,2.911633573153138,-0.1394247082947731,3.707483930820848,2100.5859375,0.0153644423211222,0.002201853487471,1134.8978232718623,1083.5136217108468
100.mat,8,Normal,3,1725.0,12000,0.0143292182992788,0.0650438516155827,0.0666035219043132,0.251172923076923,0.4796067692307691,0.053726865234375,3.0288601516032507,-0.1758119301465624,3.771165786664759,2100.5859375,0.015701351071642,0.0023206779438984,1131.7510806548603,1065.422327621952
100.mat,9,Normal,3,1725.0,12000,0.0142717675781249,0.0659527915314628,0.0674792861595068,0.251172923076923,0.489828923076923,0.053940064453125,3.1950790492368,-0.203282348054693,3.7222225866942775,2100.5859375,0.0154270807698121,0.0023785688542538,1130.1768617417704,1066.2789594452606
100.mat,10,Normal,3,1725.0,12000,0.0139625115685096,0.0656092178603132,0.0670784704472516,0.238656,0.465420923076923,0.0534283048377403,3.1624157187076274,-0.1746168767651015,3.557862879232936,2100.5859375,0.0152746597356222,0.0023472365531345,1118.3867741051463,1067.743914523178
100.mat,11,Normal,3,1725.0,12000,0.0132356173377403,0.0648926421231313,0.0662286687774403,0.2659846153846154,0.4779378461538461,0.0528688733473557,3.07767212414246,-0.055121990505772,4.01615524356151,2100.5859375,0.015580494468156,0.0022807091305186,1101.1986426642973,1054.02110728841
100.mat,12,Normal,3,1725.0,12000,0.0136206084735576,0.0636375014803385,0.0650788181350125,0.2659846153846154,0.46104,0.0524219495192307,2.9455073967557968,-0.0494413526663449,4.087115024627577,2100.5859375,0.0154516912940577,0.0022103867882137,1117.6958140580275,1048.84176592696
